ID	H2_85	H2_86	H2_87	H2_88	H2_89	H2_90	H2_91	H2_92	H2_93	H2_94	H2_95	H2_96	H2_97	H2_98	H2_99	H2_100	H2_101	H2_102	H2_103	H2_104	H2_105	H2_106	H2_107
chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	0.919641760250939	1.15622294394461	0.888289325183848	0.93457782542827	0.924322188740063	0.929747136327432	0.839603942896773	0.800949668072047	0.977454128851577	1.00672841386058	1.08639388350517	1.06825176000247	1.02234369337805	1.49921150001051	0.840527152981961	0.99983624082938	1.09828665665634	1.04843054303151	0.961108071414749	0.996374436426742	1.10829778448013	0.833652664374844	0.953795627066924
chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	0.926644136831395	1.08524900009312	1.06387074921149	0.947143404387505	1.01533172049418	0.785403713239189	0.845058067105898	1.0373158363202	0.686444761696633	0.83056710322206	0.930136338840935	0.914322347251819	1.01513180751006	0.794779570786961	1.18148823566727	0.913897584569936	0.995369842053447	1.16271903825985	0.840286160426551	0.863636095594879	0.957696666229797	1.14548318759501	0.955938665941707
chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	0.935641381111572	0.781183780555436	0.829915251174431	0.953923623103536	1.14373046962194	1.01867151123746	0.86288126219668	1.03531963214735	1.1539467816786	0.978917982361774	0.938675918734354	0.999551761744956	1.02460967877083	0.890530802893445	1.01609826964715	0.898083103603622	1.08439951784727	0.940509440421216	1.13906950020168	1.04068190221425	0.775183421613404	0.990329830800895	0.950972434255978
chr14:58243842:58245843:+:PSMA3,PSMA3;NM_002788.4,NM_152132.3;mRNA,mRNA:tss_coverage	0.975890031646465	0.927380777630982	1.01208079766378	0.810150257369947	1.01740063494923	1.04071133969897	0.96145486546155	0.984570694016588	0.931299121862539	0.845802067163549	0.742736189349357	0.899079859243151	0.864265281387004	0.973233386716209	0.879161854498797	0.945185846340837	0.963744184376208	0.999559665916587	1.19356713202936	1.08932297937126	0.860119953056696	1.0721674465991	0.988861477046678
chr1:43524091:43526092:+:PTPRF,PTPRF;XM_011541871.4,XM_011541872.4;mRNA,mRNA:tss_coverage	0.936302898955147	1.2012171500764	0.939178615676757	1.20333045680829	1.10177594988797	1.00521419629531	1.22477789426725	1.16603239350329	1.20546650680729	1.29864291544887	1.02089739319745	0.985670203514243	1.18407685438311	1.08524487427324	1.04664213311411	0.964050907089538	0.994805547559126	1.27241208576657	0.846527909903843	1.15560638322103	1.33000509982348	0.901877707611428	0.909180047789527
chr16:18875103:18877104:-:SMG1;XM_017023067.2;mRNA:tss_coverage	0.933758978435742	0.925060754156676	1.03223306393864	0.924813374441592	0.988029671601448	0.990953317648251	1.0310970347672	0.93035477794853	0.970158356516352	1.11884546620386	0.88744681149348	1.08963957275361	1.01986553073185	1.09595657049134	1.09054155391141	0.879923122106544	0.883532025632258	0.958950995747202	0.962718456166822	0.890175256479426	0.987201817971407	0.887740413671129	0.877461567535974
chr8:70606668:70608669:-:TRAM1,TRAM1;NM_001317805.2,XM_047421636.1;mRNA,mRNA:tss_coverage	0.880594801149263	1.01344330413523	1.35424428062891	1.11064888151313	1.0202186392295	0.990728771049857	1.04368857060442	0.919695693941853	0.991758208153751	0.869283437568692	1.20607350027231	1.02959779897506	1.06487068620888	0.98384675015472	0.986779508004322	0.944650172791784	0.878965624537049	0.972890481159878	0.812645159993502	1.02117410862599	0.935183308306427	0.820653524715062	1.00097128843691
chr20:36172763:36174764:+:EPB41L1;XM_011528685.1;mRNA:tss_coverage	1.07080025721005	1.10006872925439	1.10184757451136	0.975340677187486	0.928888212340727	1.27645186299435	1.14373749066827	1.04732859885672	0.849434386887391	0.964306141797708	0.850506384529731	1.15867911616792	1.00510573925638	1.2072436945582	1.10334399134726	0.964872809774949	0.893108267573805	1.0508709751662	0.831406321027311	0.86685121765907	1.02600479309591	0.92690187449573	0.891109833635943
chr18:63489613:63491614:+:SERPINB5;XM_006722483.4;mRNA:tss_coverage	0.943170645078909	0.905798277504298	1.05411994937014	1.08563730250665	1.07323637559431	1.1463857655437	0.932894974633738	1.00420902591569	0.961765525751884	1.0679034225641	1.02368991508739	1.18689735690485	0.960060411971359	1.0666170487004	1.17206574787648	1.22998865717174	0.979100971035085	1.14015823482122	1.06480843740631	1.14299159912658	1.19943358058888	1.18110244849518	0.916908899818706
chr1:22709837:22711838:+:EPHB2,EPHB2,EPHB2;NM_004442.7,XM_006710442.5,XM_047449104.1;mRNA,mRNA,mRNA:tss_score	1.21110609575549	0.427214201249644	0.52393453693406	1.82650668930216	0.627575451838545	0.431639308528894	0.370081396025079	0.0293566232300112	0.189145418460325	0.875309670174038	0.619238667624739	1.08235313715186	1.78567843332686	1.56153235041324	1.14520174315882	1.22321071925534	1.60909784293219	1.61771726837171	0.674839525381012	1.25407790749	1.7502804078692	1.43456591400163	2.14902388516076
chr14:104794747:104796748:-:AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1,AKT1;NM_001014431.2,NM_001014432.2,NM_001382430.1,NM_001382431.1,NM_001382432.1,NM_001382433.1,XM_047431074.1,XM_047431075.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_score	1.11793144572138	1.18610333647358	1.82841237347081	0.651787146810694	0.550598638527311	1.08362518539899	1.19172929642255	0.176978609335642	1.44854394071417	0.875146141581588	1.13312285443409	1.29580111030811	1.71981008794549	1.80109646281099	0.546722672171983	1.12378512301503	1.07160109772364	1.24886614337063	2.37126447276661	1.14680315788817	2.78859534686747	1.87042062055116	0.913001117400814
chr22:45009004:45011005:-:PHF21B,PHF21B;NM_001135862.3,NM_138415.5;mRNA,mRNA:tss_score	0.64634268307044	0.570283444505133	0.493910954811146	1.25041349558213	0.555616410269705	0.828756607810405	1.20659862491357	0.564949331685747	0.26386363743651	0.90265239247722	0.350559721217	1.00797582560236	2.63378109603957	1.6668257975137	0.609969143001859	1.80629147424035	1.75085943074426	1.6370054595838	1.95205306916448	1.16446952583374	1.0631635834937	0.646694755417189	1.24744107236975
chr4:73435220:73437221:+:AFP,AFP;NM_001134.3,NM_001354717.2;mRNA,mRNA:tss_score	1.0308017001458	1.23061002898662	0.794374727125596	0.970661712338024	1.11584432348179	1.04171175921429	0.92182490417811	0.769542045928847	1.31203126321691	1.15970602029092	0.901059073384731	1.14587286399177	1.3509289646723	1.08053148975694	1.05187530388909	0.994249288726554	1.19301703743658	0.55169603703732	1.17566357876733	1.4193423593493	0.519174980196906	0.736710871813643	1.15614174264176
chr12:107072006:107074007:-:CRY1;XM_047428318.1;mRNA:tss_score	0.850415258946641	0.648763525641756	1.37808264620899	0.794444659673227	0.995388112640496	0.99933262346837	1.10479022332818	0.986898500503731	0.961474510978467	1.1027956688362	0.521371004824786	0.878189422130087	1.05379052926736	1.20852521928953	1.04118726844069	0.891338333288817	0.760442346758456	0.990394637123305	0.791806816431716	0.839292798153521	0.786723282670712	0.623622941490901	1.00781145411268
chr6:13687980:13689981:-:RANBP9;XM_017010149.2;mRNA:tss_score	1.31533902111289	1.11897781201403	1.45581998355364	1.20200189631789	1.22768033211735	1.54495968873417	1.41172671877419	1.39015661487838	1.22154611252558	1.19184413634856	1.05566457363124	1.32394183356937	1.38461005697317	1.42942380048243	1.23001692327992	1.4072290309852	0.977775047664997	1.35142658482991	1.01126189685561	0.986220522463227	1.00995149043101	0.826135322382151	0.679682468147909
chr3:24483094:24485095:-:THRB,THRB;XM_047448797.1,XM_047448816.1;mRNA,mRNA:tss_score	1.17844110819699	0.781460609075333	1.05512955484287	1.0109534075669	0.91276063307564	1.3964378132513	1.24903588023531	1.23119107028991	1.01618779871819	1.01792328820113	1.62251028304743	1.02685733776587	1.14910078597498	1.26298741797096	1.39366880913328	1.25309835005262	1.99698762264955	0.769588803899043	1.19776037813327	1.03184014071312	1.16135234576592	1.25407688311912	1.32736308887259
chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_score	1.70990153530941	1.48884210360104	0.973192552283219	0.882485060363936	1.39980842693632	1.37728569598778	1.12710388382725	1.13108307718154	1.11469560739844	1.05762152995765	1.35429130068406	1.2033942077575	1.25153931887263	0.806330285418936	0.944795235643835	0.981849628080056	0.914708814555449	0.905087724985662	0.962496336708879	1.37973481088539	1.18063579625646	0.872100611115391	1.18467477736826
chr7:112046463:112048464:-:DOCK4;XM_017012822.2;mRNA:tss_score	1.14412848172537	0.837648458245544	0.912272119742874	0.903990652296158	0.89188658022665	0.983100853929313	0.795145667141185	0.925994105754312	1.23805253484387	0.981761648823008	1.10274212385364	0.946202225848639	0.748861329757708	0.67767719802608	1.00194134392178	0.875221374120043	1.29469614918209	0.873444820930542	1.01994839096005	0.885490786929719	0.616352569667584	1.27145833942293	0.673119831804547
chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_score	0.799538083885646	1.7253944635623	0.884896426354754	1.37853123141253	1.13984923368012	1.44657113173272	1.05922639296097	1.11375779344155	1.04649885405603	0.882512183927545	1.11713713263647	1.48502756118006	0.933330371940529	1.30935037197305	0.749850297753954	0.790693827290164	1.20265154664855	1.01801116583346	1.00911331009427	1.16201928314783	0.756713813759863	1.39753163907378	1.11021832879972
chr7:148845577:148847578:-:EZH2;XM_047420005.1;mRNA:tss_score	1.24071854427955	1.17919926401142	0.879857834711274	1.15057552441748	0.92054682509609	0.987456360689034	1.04675663055145	1.1962980799849	1.05705753372454	0.800956436208372	0.861977542749973	0.728792563731336	0.826633768155566	0.844030911319058	1.30634032881119	1.10843764328507	0.960857057841756	1.03325494757275	0.808828217271114	1.21915652188261	1.13284659470109	0.699831539227195	1.14836839414514
chr16:69625435:69627436:+:NFAT5,NFAT5;XM_011522820.4,XM_047433511.1;mRNA,mRNA:tss_score	1.11355404612288	1.11619612560049	1.44689381510305	1.40244491939236	1.02547980219899	1.17799645440066	0.879847527739468	0.903381631150099	0.554327114654554	1.75654872303826	1.14449268206589	1.53894283819547	0.94243547454519	0.680234325362994	1.07019240090309	0.932688663638642	1.41189777687986	0.925214681974155	0.949884937558607	0.857500572801949	1.19438571605685	1.02530888932231	0.826915015533582
chr1:50861896:50863897:-:FAF1;XM_024452734.2;mRNA:tss_score	0.72933727446602	0.977948712959951	0.70977696023473	0.891602910055399	0.765196928666146	0.782925819354691	0.882508509443151	0.893850067415059	0.574130348449562	0.773451174786566	1.03263668006011	1.02557132433519	0.709161918874836	0.868678685488214	0.937245471720677	0.905607881029837	1.124082927712	0.989265492623426	0.866007634627752	1.02633505961727	1.03239687664724	0.87518232927431	1.08472047933642
chr10:60931511:60933512:-:RHOBTB1;XM_024448273.2;mRNA:tss_score	1.38588542115668	0.980212156118345	1.56681932036313	1.00771890625688	1.40284641433254	1.19831644404153	1.31844512850579	1.35156834971643	1.14701796666527	1.63382850004557	1.07095839023099	1.31082482578089	0.749536907500037	1.15118904535375	1.11352153226219	1.2502033607909	1.35467724226952	1.0989861761023	0.835019836951994	0.934727839572849	1.44015964654461	0.923108138713593	0.813660405115448
chr17:2612656:2614657:+:PAFAH1B1,PAFAH1B1;XM_047436163.1,XM_047436164.1;mRNA,mRNA:gini	0.944526409229686	0.956490738587321	0.91643062899054	0.722484236155454	0.893479024207412	1.02553925519463	0.929058378394534	0.959854933031613	1.03596989539872	1.05268124061783	0.929404701656706	1.10445413728263	1.07785607336565	0.934231500532459	0.742488413981249	0.814729763551615	0.943262168412089	0.879277245959031	0.952162073548959	0.792878781018854	0.935606012253977	0.884640855348672	1.07386520506737
chr15:34336015:34338016:-:SLC12A6,SLC12A6,SLC12A6,SLC12A6;NM_001042497.2,NM_133647.2,XM_006720793.5,XM_011522269.4;mRNA,mRNA,mRNA,mRNA:gini	1.01186564192132	0.901193909816178	0.812103297301804	0.83653988843388	0.821830741972526	0.904083114805247	0.736534717182214	0.73650395966382	0.858848939416517	1.13722355346741	0.78754096229184	1.05251273475223	0.972668385833011	1.12961761404409	0.999528719980617	0.950893421158908	1.01090072897948	1.00405556360777	0.903508737600791	0.995060980778311	0.891806030587325	1.02441468514942	0.951575355750133
chr2:32263885:32265886:-:NLRC4,NLRC4;NM_001199138.2,XM_047445356.1;mRNA,mRNA:gini	1.01112616042096	0.962272941271937	0.843988155842681	0.960290001497187	1.02382925568559	0.827824754021529	0.893326334310823	0.933433647094869	1.09555019228688	1.09375874528268	0.969421396179819	0.864551794967334	1.04864707491401	0.784162240377335	0.97187773328048	0.819624835709514	1.1550514788593	0.971222665927861	1.21448490588569	0.913837766025398	0.864607146223082	1.06893705634139	0.950560716229219
chr21:38228925:38230926:+:KCNJ15,KCNJ15,KCNJ15;NM_001276437.2,NM_001276438.2,NM_001276439.2;mRNA,mRNA,mRNA:gini	0.886687640417718	0.842336380156866	1.08030450440376	0.912028884452746	0.83140979454304	1.35900222090342	0.95901670167485	1.02259622408464	0.888492285782325	0.908206638836476	0.857885638327658	0.999218976917518	1.10323059748528	0.897790692537026	0.894860860916645	1.12468136689155	1.02409365174327	1.28854418693186	0.821803572934677	0.859601246490219	1.27128357253427	0.872690647690228	0.799553731320145
chr7:97731085:97733086:+:TAC1,TAC1,TAC1,TAC1;NM_003182.3,NM_013996.3,NM_013997.3,NM_013998.3;mRNA,mRNA,mRNA,mRNA:gini	1.02796381265872	1.06040270697352	0.825448240384212	1.00679074744163	0.805326621376671	0.943061786484556	0.989532022932243	1.10443308073957	1.14555436597624	1.21557397220706	0.965960398970327	0.841264833989167	0.959993256013282	1.13389071138308	0.942824800504232	0.897026588968682	0.935649947009681	1.04215842107527	0.76610404558964	1.05047309555363	0.98984300093099	0.844718091976184	1.08345913219793
chr12:10452376:10454377:-:KLRC1,KLRC1;NM_002259.5,NM_007328.4;mRNA,mRNA:gini	0.917969119716955	0.950534664056399	0.914521998723721	0.945491378801227	1.04520905454036	0.815455628412406	0.937487289304238	0.939722553122834	0.925884402477422	1.01799389776054	0.892271339921941	0.913399623221311	0.87226116310527	0.827432804441639	0.941105243742199	1.02032141552285	0.95446878238145	1.01254472561273	0.895114185483241	0.928156687450737	0.840054199294666	0.838914243155989	1.15744685968297
chr3:142028179:142030180:-:TFDP2,TFDP2;NM_001375774.1,XM_047448776.1;mRNA,mRNA:gini	1.05555968207626	1.11147998254853	0.945537790198212	0.892159393037639	0.846021037051288	0.99367148296053	1.09311162307321	1.23962803140597	0.82031990028481	1.21967448972468	0.909982172462768	0.853831426104719	0.911613934552062	1.17932127128359	1.0394088461205	0.835662149596669	1.04100512324402	0.855855381877577	1.07967761426982	1.09123312973861	0.874913718454005	0.877848222252983	1.0603238983333
chr6:32636405:32638406:+:HLA-DQA1,HLA-DQA1;NM_002122.5,XM_006715079.5;mRNA,mRNA:gini	0.81117481879772	1.10378640261845	0.996507213463795	0.78826667668401	0.858171375637384	0.797299093511628	0.822190929881525	0.90134267164063	0.784773957416757	1.16903418490015	0.830069880910939	0.738212425446728	0.876663192340932	1.09911533499567	1.04666729658518	1.0201945656768	1.26468683514506	0.944605946032864	0.879955597905361	1.09943274326961	0.899600393489355	1.00620261314147	1.07586438257065
chr20:19933132:19935133:+:RIN2;XM_017027889.2;mRNA:gini	1.14797710746878	0.843557534987619	0.981474922874511	1.00448712267948	1.06566201182559	0.873407475806608	0.929383297784322	0.946605080261002	0.738716505524585	1.12537700293093	0.952700991677235	1.00545951209336	1.01554413953549	1.03953274531129	0.891005341136832	1.16692462767889	1.07772517963629	1.03618117688719	1.04926651887093	0.926988020529992	0.977468576295879	1.25342183624623	1.18228306652062
chr8:92061708:92063709:-:RUNX1T1;XM_047422375.1;mRNA:gini	0.837296470993283	0.818058929312533	0.993297927846329	0.816048587551532	0.93502224062328	0.920050047113795	1.00909321952694	1.04819588376125	0.99711824079481	0.967832438622789	0.923899758625286	0.869447165961166	0.865661866630984	1.05578655651649	0.993999521378855	1.01458348890286	1.09544721816579	1.10944101050426	0.946821176850374	1.21591024551639	1.08151110539506	0.910196816247583	1.14752268703619
chr3:69762810:69764811:+:MITF;NM_006722.3;mRNA:gini	1.04354417398228	1.02690206990241	0.823145688199113	0.935859931777296	1.02215088049077	0.878750076356955	1.12916866891526	0.972518080302833	0.887169333460282	0.921253893316387	0.895379107252438	0.815283216209698	1.03680697078645	0.807522913092578	1.0404596961738	0.88829667030144	0.985656215728573	0.943997789043391	1.09787704148404	1.04348263263595	1.00575557049262	0.87333275129695	1.12360117718949
chr3:45893216:45895217:+:CCR9;NM_001386447.1;mRNA:gini	1.0010153782907	0.952820244267932	0.919663307932986	0.972094193950655	0.960258891117201	1.04814794344951	0.831582087926188	1.02041019474235	0.86061138791425	0.87757029622332	0.827506545082098	0.765504007084998	0.991878337125013	1.05421773446107	0.923532155409194	1.07133443853065	0.999184417189747	1.04046146003039	1.09831228921376	0.894594102760918	0.922755489255053	0.824094696952434	1.37828658482644
chr12:9115228:9117229:-:A2M;NM_001347423.2;mRNA:gini	0.890261582111644	0.730628332217283	0.905345434158052	1.09909972152483	1.0566259090126	0.822842415524618	1.08048900990673	1.11732906995989	1.03576299780884	1.02202232434087	0.793771566536816	0.739784353599267	0.8984407205879	0.919260473762868	0.758084850679197	1.11007987524536	0.917212737820951	1.00851967009704	1.27799825324793	0.85578780658595	0.8961204842505	1.01869758506587	1.14651418126365
chr6:31009473:31011474:+:MUC22;NM_001395414.1;mRNA:gini	0.765983485511311	1.0178787453083	0.904112129522234	1.20754910120092	0.940152963984005	0.905373021885524	0.923936077602497	0.922656735570899	0.837261821590293	0.969529011825282	0.944648696628023	1.00387115425358	0.956305349576278	0.995567458232065	1.03276998535057	0.968529820668696	1.07356807533559	1.20571607069809	0.921512865907096	1.06633252895257	1.05408515392826	0.881570760275091	1.33151557062708
chr2:64103747:64105748:-:PELI1;XM_047445140.1;mRNA:gini	0.911462895891033	0.877125723001384	1.11225509163218	0.919348626131802	1.16539467630106	0.886959642707929	1.09498988349411	1.08965985843609	0.806345957950104	1.02830806131631	1.25368888007064	0.857292251585107	1.04474220123765	1.15328989037401	0.963532187175313	0.831352516967502	1.27938642077788	1.07922032358098	1.11103204727889	1.1365379006251	0.899554812721549	1.14770414308227	1.35283758966289
chr12:68158739:68160740:-:IFNG;NM_000619.3;mRNA:gini	0.835513822644809	0.905814750746741	0.914190126978359	0.866441381744308	0.954032420354972	0.947700808341608	0.869821343553263	1.43914904480283	0.915050565366992	0.951086138678695	0.967999742530826	1.12931428538549	0.899241254756142	0.930384175541188	0.859025428512666	0.968125547827972	1.02520373801186	0.955304838011391	0.931670657088416	1.19653959182643	1.0949791203359	1.05262969735143	1.32393602168256
